BuildingClass,ZoningClassification,StreetFrontage,PlotSize,StreetType,AlleyAccess,PlotShape,LandFlatness,UtilitiesAvailable,PlotConfiguration,PlotSlope,BusinessDistrict,Proximity1,Proximity2,BuildingType,BuildingStyle,BuildingGrade,BuildingCondition,ConstructionYear,RenovationYear,RoofType,RoofMaterial,ExteriorCovering1,ExteriorCovering2,ExteriorFinishType,ExteriorFinishArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementQuality,BasementCondition,BasementExposure,BasementFinishType1,FinishedBasementArea1,BasementFinishType2,FinishedBasementArea2,UnfinishedBasementArea,BasementArea,HeatingType,HeatingQuality,CentralAirConditioning,ElectricalSystem,GroundFloorArea,UpperFloorArea,LowQualityArea,OfficeSpace,BasementRestrooms,BasementHalfRestrooms,Restrooms,HalfRestrooms,MeetingRooms,Pantries,PantryQuality,TotalRooms,FunctionalityRating,ConferenceRooms,ConferenceRoomQuality,ParkingType,ParkingConstructionYear,ParkingFinish,ParkingSpots,ParkingArea,ParkingQuality,ParkingCondition,PavedAccess,TerraceArea,OpenBalconyArea,EnclosedBalconyArea,3SsnPorch,ScreenedArea,RecreationArea,RecreationQuality,Perimeter,MiscellaneousFeature,MiscellaneousValue,MonthListed,YearListed,ListingType,ListingCondition,OfficeCategory
60.0,RL,,7153.661380512673,Pave,,IR1,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,Duplex,1Story,7.0,5.0,1979.0,1963.0,Gable,CompShg,MetalSd,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,901.0,Unf,0.0,552.0,949.9356127162245,GasA,TA,Y,SBrkr,891.810767664545,684.2163174781892,0.0,1275.7394478991712,1,0,1,1,2,1,TA,6,Typ,1,,BuiltIn,1989.0,Unf,1,311.8186950185639,TA,,Y,120.0,0.0,36.0,0.0,120.0,0.0,,,,0.0,2.0,2010.0,WD,Normal,1
50.0,RL,44.1302569748807,11062.56144816123,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Crawfor,Feedr,Norm,TwnhsE,1Story,1.0,6.0,1908.0,1950.0,Gable,CompShg,HdBoard,CmentBd,,0.0,Fa,Gd,CBlock,NA,NA,No,Rec,951.102637590474,Unf,620.0678830511688,0.0,391.5101399274746,GasA,Fa,Y,SBrkr,982.0524880679974,0.0,0.0,960.0,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1918.0,,0,0.0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,4790.785059898997,5.0,2008.0,COD,Abnorml,4
70.0,RL,78.0,8400.0,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7.0,7.0,1953.0,1950.0,Hip,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,CBlock,TA,Fa,Av,Unf,0.0,Unf,0.0,352.6769767078772,676.0,GasA,TA,N,SBrkr,914.0,695.0,0.0,1593.0,0,0,1,1,3,1,Gd,7,Typ,1,,Detchd,1964.0,Unf,2,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2007.0,WD,Normal,2
80.0,RL,83.0,10914.495949361939,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6.0,6.0,1960.0,2002.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Ex,CBlock,Gd,TA,No,Unf,0.0,Rec,60.0,396.0,1118.1596829826594,GasA,Ex,Y,SBrkr,950.0,0.0,0.0,1376.0,0,1,1,0,3,1,TA,6,Typ,1,,Detchd,1993.0,RFn,2,627.8571667022879,TA,TA,Y,142.0,52.20327263432876,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD,Normal,0
70.0,RL,,9142.42421282711,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6.0,5.0,1972.0,1996.0,Hip,CompShg,Plywood,VinylSd,,0.0,Gd,TA,PConc,TA,TA,Gd,Rec,319.0163243122025,Unf,0.0,777.4820666496354,1143.0,GasA,Ex,Y,SBrkr,1114.0,0.0,0.0,1720.0,1,0,2,0,3,1,Gd,8,Typ,0,NA,Attchd,,Fin,2,722.0,TA,,Y,100.0,0.0,204.6324202889561,0.0,0.0,0.0,,NA,,400.0,12.0,2006.0,WD,Normal,3
20.0,RL,60.0,10200.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,7.0,5.0,1999.0,1972.0,Hip,CompShg,Plywood,Plywood,,0.0,Gd,TA,PConc,TA,,Av,LwQ,280.0,Unf,0.0,261.0,892.0,GasA,Ex,Y,SBrkr,1385.2821560756547,0.0,0.0,1575.1785396763944,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1987.0,Fin,2,588.0,TA,TA,N,168.0,43.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2010.0,WD,Normal,3
20.0,RL,80.0,8087.275385642959,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,6.0,5.0,2005.0,2001.0,Gable,CompShg,VinylSd,VinylSd,,76.0,TA,TA,Stone,TA,TA,No,Unf,208.39889439306447,Unf,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,672.0,610.1426821060915,0.0,1220.0,0,0,2,1,5,1,TA,7,Typ,2,,Detchd,1978.0,Fin,1,0.0,TA,TA,Y,0.0,113.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,WD,Partial,2
60.0,RL,70.0,4928.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,2fmCon,1Story,6.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,902.0,Unf,0.0,741.0,1602.0,GasA,TA,Y,SBrkr,1284.2277229894949,0.0,0.0,1573.0,0,0,2,0,3,1,Gd,7,Typ,1,,Attchd,2002.0,Fin,2,483.1219611136892,TA,TA,Y,188.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,COD,Normal,3
60.0,RL,66.0,9485.22628557858,Pave,,IR1,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5.0,5.0,1984.0,1950.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,Rec,280.0,Unf,0.0,322.0,864.0,GasA,TA,Y,SBrkr,874.0,0.0,0.0,1022.0,0,1,1,0,2,1,TA,5,Typ,1,,Attchd,1969.0,Unf,2,532.0,TA,TA,Y,128.0,0.0,0.0,0.0,0.0,0.0,,NA,,0.0,9.0,2009.0,WD,Normal,0
50.0,RL,55.0,9465.650396939454,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7.0,5.0,1989.0,2005.0,Hip,CompShg,MetalSd,Plywood,,959.031873084305,Gd,TA,CBlock,Gd,TA,No,,821.0,Unf,0.0,1349.3922524351321,1934.9438213799933,GasA,Ex,Y,SBrkr,1652.0,0.0,0.0,1472.4182894235137,1,0,2,0,3,1,Gd,8,Typ,1,Gd,BuiltIn,1974.0,RFn,2,437.0,TA,TA,Y,0.0,0.0,0.0,0.0,226.89267327303958,0.0,,,,0.0,7.0,2007.0,WD,Normal,3
50.0,RL,60.0,5000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7.0,8.0,1969.0,2007.0,Gable,CompShg,VinylSd,VinylSd,,200.0,TA,TA,BrkTil,TA,TA,No,LwQ,0.0,GLQ,1126.9922593705517,78.6480556009675,840.0,GasA,TA,N,SBrkr,1187.0,0.0,0.0,956.1992880545541,0,2,1,0,3,1,Gd,5,Typ,1,Fa,BuiltIn,1977.0,Unf,2,713.5301490673719,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD,Normal,1
60.0,RM,60.0,5502.548580965842,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,5.0,6.0,1956.0,1950.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Rec,665.8784384243228,269.647423711413,600.0,GasA,TA,Y,SBrkr,877.312734465214,0.0,0.0,1020.0,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1950.0,Unf,1,240.0,Fa,TA,Y,210.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2007.0,WD,Normal,1
50.0,RL,59.0,8750.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,7.0,7.0,1968.0,2002.0,Gable,CompShg,Wd Sdng,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,728.0,566.4770506343108,GasA,Ex,Y,SBrkr,960.0,850.0,0.0,1676.5048558996955,0,0,1,0,4,1,TA,9,Typ,0,NA,,,,1,240.0,TA,TA,Y,0.0,99.0,0.0,0.0,204.0,0.0,,,,0.0,12.0,2007.0,WD,Normal,2
60.0,RL,68.0,14245.559370607063,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7.0,5.0,1996.0,2007.0,Gable,CompShg,VinylSd,MetalSd,,149.0,Gd,Gd,PConc,Gd,TA,No,GLQ,578.0,Unf,0.0,1092.7962981335086,1333.1331968037887,GasA,Ex,Y,SBrkr,952.0,1092.0203495059934,0.0,2080.0,1,0,2,1,3,1,TA,8,Typ,1,Gd,BuiltIn,2004.0,RFn,2,490.0,TA,TA,Y,0.0,0.0,83.70218782323475,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD,Normal,4
160.0,RL,60.0,4435.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Blueste,Norm,Norm,1Fam,2Story,7.0,6.0,1970.0,2006.0,Gable,CompShg,MetalSd,VinylSd,,0.0,TA,TA,PConc,TA,NA,No,Unf,276.0,Unf,0.0,14.692210046375399,0.0,GasA,Ex,Y,SBrkr,866.0,611.0,0.0,1446.265483214902,1,0,1,0,2,1,Gd,5,Typ,1,,Attchd,1966.0,RFn,2,580.0,TA,TA,Y,123.61145581707918,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2010.0,WD,Normal,1
190.0,RM,63.0,7020.5706113432125,Pave,,Reg,Bnk,AllPub,Corner,Mod,BrkSide,Norm,Norm,1Fam,2Story,5.0,5.0,1938.0,1975.0,Gable,CompShg,MetalSd,CmentBd,BrkFace,34.238400420987254,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,238.0,981.189939238878,GasA,TA,Y,SBrkr,879.0,1103.653550893492,0.0,1828.0,0,0,1,1,4,1,TA,7,Typ,0,,Detchd,1952.0,Unf,2,420.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2006.0,New,Normal,1
50.0,RL,91.0,13258.52464282701,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,SFoyer,7.0,6.0,1971.0,2000.0,Gable,CompShg,BrkFace,Brk Cmn,,84.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,438.7031128845787,ALQ,511.3581243585095,794.4384926717403,1604.0,GasA,Ex,Y,SBrkr,1090.0,600.0,0.0,1626.0,1,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1983.0,RFn,2,534.0,TA,TA,Y,194.0,40.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,New,Normal,3
60.0,RL,,11988.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,SFoyer,7.0,5.0,2001.0,2000.0,Gable,CompShg,Plywood,VinylSd,,178.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,820.0,Unf,0.0,167.62164740607986,1024.0,GasA,Ex,Y,SBrkr,896.0,901.6163594540299,0.0,1702.0496636334317,0,0,2,1,4,1,Ex,7,Typ,1,TA,Attchd,2002.0,Fin,1,400.0,TA,TA,Y,0.0,128.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2009.0,New,Normal,3
50.0,RM,,3600.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Feedr,1Fam,1Story,6.0,7.0,1959.0,1968.0,Gable,CompShg,HdBoard,Brk Cmn,,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,900.3852923895612,Unf,0.0,829.2694594184618,1254.7169174728708,GasA,Ex,Y,SBrkr,1238.3445302806256,0.0,0.0,1150.0,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1955.0,RFn,2,480.0,TA,TA,Y,63.0,50.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,WD,Family,1
20.0,RL,85.0,15429.365091527889,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,7.0,1948.0,1952.0,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,790.121584573864,Unf,0.0,104.55281429378921,691.0,GasA,Fa,Y,SBrkr,1368.0,0.0,0.0,1414.8146768611678,0,0,2,0,4,1,TA,7,Typ,0,NA,BuiltIn,1945.0,RFn,2,432.5536815530596,,TA,Y,144.0,28.0,0.0,0.0,0.0,0.0,,NA,,0.0,7.0,2009.0,WD,Normal,1
160.0,RM,21.0,7561.640509914626,Pave,,IR2,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1959.0,1979.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,NA,0.0,Unf,0.0,0.0,471.7160593391509,GasA,TA,N,SBrkr,894.0,0.0,0.0,964.0,0,0,1,0,2,1,TA,5,Maj1,1,Po,Detchd,1971.0,Unf,2,423.0,TA,TA,Y,531.9216900870159,0.0,112.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD,Normal,0
20.0,RM,59.0,8467.4007292729,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.5Fin,4.0,7.0,1928.0,1958.0,Gable,CompShg,HdBoard,BrkFace,,0.0,TA,Gd,CBlock,TA,Fa,NA,BLQ,904.0,Unf,0.0,0.0,629.1761051827037,GasA,TA,Y,SBrkr,864.0,0.0,0.0,925.0,1,0,2,0,3,1,TA,6,Typ,0,NA,,1979.0,Unf,2,576.0,TA,TA,Y,0.0,60.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD,Normal,3
20.0,FV,90.0,12150.473486885845,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,8.0,1968.0,1979.0,Gable,CompShg,VinylSd,VinylSd,,,TA,Gd,PConc,TA,TA,Mn,GLQ,762.6529501736226,Unf,0.0,1104.7388061829408,1802.2441546445934,GasA,Ex,Y,SBrkr,1844.0,0.0,0.0,1092.0,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1968.0,Unf,1,330.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD,Normal,1
20.0,RL,60.0,17443.53820098377,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,6.0,1910.0,1956.0,Gable,CompShg,MetalSd,HdBoard,,0.0,TA,TA,BrkTil,Fa,TA,Mn,Unf,152.0,Unf,0.0,148.0,727.0045705003206,GasA,Fa,Y,SBrkr,927.4001327988057,0.0,0.0,1200.0,0,0,1,1,3,1,TA,7,Typ,0,NA,Detchd,1926.0,Unf,1,424.57027149316025,TA,TA,Y,0.0,0.0,154.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD,AdjLand,1
20.0,RL,68.0,7310.1942992872855,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1946.0,1966.0,Hip,CompShg,MetalSd,HdBoard,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1121.8983284602766,1079.0,GasA,Fa,Y,SBrkr,1680.0,0.0,0.0,1717.916007273673,0,0,1,0,3,1,TA,6,Typ,0,NA,BuiltIn,,RFn,1,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,205.09012822894454,0.0,,,,0.0,4.0,2009.0,New,Normal,0
20.0,RM,120.0,46488.4916245139,Pave,,IR2,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,5.0,2002.0,2006.0,Hip,CompShg,MetalSd,MetalSd,,526.1527159485269,Gd,TA,PConc,Gd,TA,No,GLQ,734.6804364036894,Unf,0.0,748.7879031020822,1042.0148059895444,GasA,Ex,Y,SBrkr,1844.0,0.0,0.0,1850.418721249346,1,0,2,0,3,1,TA,8,Typ,0,,Detchd,1996.0,Fin,3,662.0,TA,TA,Y,192.0,36.0,0.0,0.0,0.0,0.0,,NA,,0.0,4.0,2007.0,WD,Partial,3
60.0,RM,,8302.478958434514,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,8.0,1955.0,1959.0,Hip,CompShg,MetalSd,MetalSd,,80.0,TA,TA,PConc,TA,TA,,GLQ,985.730724289542,Unf,0.0,917.7643461979612,1051.0994671131475,GasA,Gd,Y,SBrkr,1208.0,592.0,0.0,1689.0,0,0,1,0,4,1,TA,8,Typ,1,,BuiltIn,1948.0,Unf,2,540.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,12.0,2007.0,WD,Normal,1
60.0,RL,51.0,7005.205876900781,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2.5Unf,5.0,6.0,1948.0,1964.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,Fa,No,Rec,510.0,Unf,0.0,408.0,979.3959140051825,GasA,TA,Y,SBrkr,1040.0,0.0,0.0,1072.0,1,0,1,0,2,1,TA,5,Typ,1,,Attchd,,Unf,2,440.0,TA,TA,Y,128.89070726626133,0.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2009.0,WD,Normal,0
85.0,RL,57.0,7051.586456342341,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1935.0,1950.0,Gable,CompShg,HdBoard,CmentBd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,276.6105716146971,0.0,GasA,Gd,N,SBrkr,445.568075969721,1864.6502217758969,0.0,1583.9467039135452,0,0,1,1,3,1,TA,8,Typ,0,,Detchd,1976.0,Unf,2,264.0,TA,TA,Y,0.0,46.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,WD,Normal,0
20.0,RL,75.0,18113.13934140953,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4.0,5.0,1940.0,1950.0,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,PConc,NA,TA,No,BLQ,580.0,Unf,0.0,163.0,911.0,GasA,TA,Y,SBrkr,1073.0,0.0,0.0,956.7760807032143,1,0,1,0,4,1,TA,5,Typ,0,,Attchd,1951.0,Unf,2,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD,AdjLand,2
20.0,RL,,9990.087766818495,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,1Fam,1.5Fin,7.0,4.0,2006.0,2003.0,Hip,CompShg,VinylSd,MetalSd,,405.95836396577266,Gd,TA,PConc,Gd,TA,No,Unf,173.0,Unf,0.0,386.0,1310.2780688365317,GasA,Ex,Y,SBrkr,2019.2862220345532,0.0,393.721606055988,1688.0,0,0,2,0,3,1,TA,8,Typ,1,Gd,Attchd,2008.0,Fin,3,768.0,TA,TA,Y,0.0,22.0,0.0,0.0,255.33642042341066,0.0,,,,0.0,3.0,2008.0,WD,Normal,3
60.0,RL,68.0,8400.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1968.0,1972.0,Gable,CompShg,Plywood,VinylSd,,158.0,TA,TA,CBlock,TA,Fa,No,ALQ,1018.0,Unf,0.0,254.1917054489054,782.0,GasA,Gd,Y,SBrkr,1072.0,441.0683563029229,0.0,1388.5532789584504,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1965.0,RFn,2,685.6235493135291,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2007.0,WD,Normal,0
20.0,RL,,9750.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,8.0,5.0,2009.0,1999.0,Hip,CompShg,HdBoard,MetalSd,,643.7085092183387,Ex,Gd,PConc,Gd,TA,,BLQ,644.0,Unf,0.0,396.23177151966473,1487.21084449238,GasA,Ex,Y,SBrkr,1660.7594736667538,0.0,0.0,1610.0,1,0,2,0,2,1,Ex,7,Typ,1,,Attchd,2007.0,Fin,4,1386.5087043025792,TA,TA,Y,0.0,73.0,0.0,0.0,256.0,572.1304008001491,,NA,,0.0,8.0,2007.0,ConLI,Normal,4
90.0,RM,40.0,9600.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,8.0,5.0,1963.0,1980.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,482.0,944.8854782596699,GasW,Gd,Y,SBrkr,1027.0292293981274,912.0,0.0,1792.0,1,0,2,0,3,1,Gd,6,Typ,1,,Detchd,1978.0,Unf,2,288.0,TA,TA,Y,144.0,28.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,WD,Normal,3
90.0,RL,78.0,8480.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,1962.0,Hip,CompShg,HdBoard,VinylSd,,360.0,Gd,TA,PConc,Gd,TA,No,Rec,520.0,LwQ,344.0,0.0,725.0,GasA,Gd,N,SBrkr,920.0,0.0,0.0,1040.0,1,0,2,0,1,1,Ex,5,Typ,1,,Attchd,1988.0,Fin,1,495.0,TA,TA,Y,200.0,42.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2010.0,COD,Normal,1
60.0,RL,82.0,9435.766403897354,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,7.0,5.0,1953.0,1950.0,Gable,Tar&Grv,VinylSd,Plywood,Stone,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,196.64230894637495,Unf,0.0,878.0,1602.334934693069,GasA,TA,N,SBrkr,2000.0,0.0,0.0,2611.5827405596274,0,0,2,0,4,1,Gd,11,Typ,2,,Attchd,1979.0,,2,865.0,TA,TA,Y,210.0,45.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,CWD,Normal,4
30.0,RL,75.0,11046.868359338863,Pave,,Reg,Lvl,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5.0,5.0,2002.0,2006.0,Gable,CompShg,VinylSd,Stucco,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,742.0923233806689,992.7373296756663,GasA,Ex,Y,SBrkr,909.0,0.0,0.0,1034.0,0,0,1,1,2,1,Gd,6,Typ,0,,Attchd,1967.0,Fin,3,621.0,TA,TA,Y,100.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2009.0,WD,Normal,1
60.0,RL,75.0,8640.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1960.0,1999.0,Gable,CompShg,CemntBd,HdBoard,,0.0,TA,TA,CBlock,TA,TA,NA,Unf,119.75428217794277,Unf,0.0,474.0,514.939772161713,GasA,Ex,Y,SBrkr,816.0,1242.417375081503,0.0,1811.5855720827253,0,0,2,1,4,1,TA,8,Typ,0,,Detchd,1971.0,Unf,1,280.0,TA,TA,Y,0.0,38.0,0.0,0.0,0.0,0.0,,NA,,0.0,11.0,2008.0,WD,Partial,1
20.0,RM,68.0,13693.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1910.0,1953.0,Hip,CompShg,VinylSd,VinylSd,,380.0913030321947,TA,Fa,BrkTil,TA,TA,Gd,GLQ,1386.270889118592,Unf,0.0,524.0,1440.0,GasA,TA,Y,SBrkr,1573.9869465620798,0.0,0.0,1506.0,1,0,1,0,4,1,TA,7,Typ,0,NA,Attchd,1922.0,Unf,1,380.0,TA,TA,Y,0.0,0.0,0.0,0.0,180.0,0.0,,,,0.0,9.0,2009.0,ConLD,Family,1
70.0,RL,68.0,12154.670577739653,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7.0,7.0,1920.0,2002.0,Gable,CompShg,VinylSd,VinylSd,,143.0,Gd,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1081.509390149087,986.488572989628,GasA,Ex,Y,SBrkr,1718.0,890.0,0.0,2646.0,1,0,2,0,4,1,Ex,10,Typ,1,Gd,Attchd,1930.0,Fin,4,1258.7682478661059,Gd,Gd,Y,184.0,64.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,WD,Normal,4
30.0,RL,73.0,8760.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,PosN,Norm,1Fam,1Story,5.0,5.0,1969.0,1959.0,Gable,CompShg,HdBoard,CmentBd,,0.0,Gd,TA,PConc,TA,TA,No,ALQ,812.447626020596,Unf,0.0,36.0,629.6687855645387,GasA,TA,N,SBrkr,892.0,0.0,0.0,1140.0,1,0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1964.0,Unf,0,0.0,NA,NA,Y,0.0,48.0,0.0,0.0,0.0,774.3346809799135,,NA,Shed,1507.1011109391784,5.0,2006.0,WD,Normal,0
60.0,RL,,6300.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,8.0,1996.0,2005.0,Gable,CompShg,HdBoard,MetalSd,,0.0,TA,Gd,CBlock,TA,,No,GLQ,1059.0,Unf,0.0,451.1734039996036,1114.0,GasA,Ex,Y,SBrkr,1397.3399428194255,0.0,0.0,1541.0,0,0,2,0,4,1,Gd,7,Typ,1,,Detchd,1985.0,RFn,2,484.0,TA,TA,Y,312.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2009.0,WD,Abnorml,2
60.0,RL,60.0,7500.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,RRNe,Norm,1Fam,2Story,6.0,5.0,1977.0,2005.0,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,Ex,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,739.1276355648787,1312.0,GasA,Ex,Y,SBrkr,1216.0,0.0,0.0,1414.0,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,2004.0,Unf,1,440.0,TA,TA,Y,0.0,215.94980733603828,0.0,0.0,0.0,0.0,,NA,,0.0,9.0,2009.0,COD,Normal,1
